doi,oa_id,oa_doi,oa_title,oa_display_name,oa_publication_year,oa_publication_date,oa_language,oa_type,oa_cited_by_count,oa_fwci,oa_is_retracted,oa_updated_date,oa_created_date,oa_primary_location_is_oa,oa_primary_location_landing_page_url,oa_primary_location_source_id,oa_primary_location_source_name,oa_primary_location_source_issn_l,oa_primary_location_source_is_oa,oa_primary_location_source_is_indexed_in_scopus,oa_primary_location_source_host_org_name,oa_primary_location_source_host_org_lineage_names,oa_primary_location_source_type,oa_biblio_volume,oa_biblio_issue,oa_biblio_first_page,oa_biblio_last_page,oa_primary_topic_id,oa_primary_topic_name,oa_primary_topic_score,oa_primary_topic_subfield_name,oa_primary_topic_field_name,oa_primary_topic_domain_name,oa_cnp_value,oa_cnp_is_top_1_percent,oa_cnp_is_top_10_percent,oa_cbpy_min,oa_cbpy_max,oa_status
https://doi.org/10.1016/j.engstruct.2021.112144,https://openalex.org/W3143759211,https://doi.org/10.1016/j.engstruct.2021.112144,Multiscale fatigue damage evolution in orthotropic steel deck of cable-stayed bridges,Multiscale fatigue damage evolution in orthotropic steel deck of cable-stayed bridges,2021.0,4/4/2021,en,article,36.0,4.365,False,2025-04-18T06:35:23.952638,13/4/2021,False,https://doi.org/10.1016/j.engstruct.2021.112144,https://openalex.org/S165454098,Engineering Structures,0141-0296,False,True,Elsevier BV,"[""Elsevier BV""]",journal,237,,112144,112144,https://openalex.org/T10396,Fatigue and fracture mechanics,0.9998,Mechanics of Materials,Engineering,Physical Sciences,0.999944,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.jhazmat.2021.125418,https://openalex.org/W3131095368,https://doi.org/10.1016/j.jhazmat.2021.125418,Heterogeneous Diels–Alder tandem catalysis for converting cellulose and polyethylene into BTX,Heterogeneous Diels–Alder tandem catalysis for converting cellulose and polyethylene into BTX,2021.0,21/2/2021,en,article,40.0,3.179,False,2025-04-23T01:08:19.365639,1/3/2021,False,https://doi.org/10.1016/j.jhazmat.2021.125418,https://openalex.org/S145089992,Journal of Hazardous Materials,0304-3894,False,True,Elsevier BV,"[""Elsevier BV""]",journal,414,,125418,125418,https://openalex.org/T11009,Catalysis for Biomass Conversion,0.9976,Biomedical Engineering,Engineering,Physical Sciences,0.729367,False,False,96.0,97.0,Success
https://doi.org/10.1016/j.jhazmat.2021.125425,https://openalex.org/W3131094801,https://doi.org/10.1016/j.jhazmat.2021.125425,Selective degradation and oxidation of hemicellulose in corncob to oligosaccharides: From biomass into masking agent for sustainable leather tanning,Selective degradation and oxidation of hemicellulose in corncob to oligosaccharides: From biomass into masking agent for sustainable leather tanning,2021.0,15/2/2021,en,article,38.0,2.781,False,2025-04-18T03:59:07.015321,1/3/2021,False,https://doi.org/10.1016/j.jhazmat.2021.125425,https://openalex.org/S145089992,Journal of Hazardous Materials,0304-3894,False,True,Elsevier BV,"[""Elsevier BV""]",journal,413,,125425,125425,https://openalex.org/T11208,Lignin and Wood Chemistry,0.9991,Biomedical Engineering,Engineering,Physical Sciences,0.999975,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.carbon.2021.02.003,https://openalex.org/W3126172770,https://doi.org/10.1016/j.carbon.2021.02.003,Rational design of microstructure and interphase enables high-capacity and long-life carbon anodes for potassium ion batteries,Rational design of microstructure and interphase enables high-capacity and long-life carbon anodes for potassium ion batteries,2021.0,6/2/2021,en,article,37.0,2.803,False,2025-04-18T13:00:35.839234,15/2/2021,False,https://doi.org/10.1016/j.carbon.2021.02.003,https://openalex.org/S188605413,Carbon,0008-6223,False,True,Elsevier BV,"[""Elsevier BV""]",journal,176,,383,389,https://openalex.org/T10018,Advancements in Battery Materials,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.999985,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.engstruct.2020.111827,https://openalex.org/W3121671982,https://doi.org/10.1016/j.engstruct.2020.111827,Development of novel self-centering steel coupling beams without beam elongation for earthquake resilience,Development of novel self-centering steel coupling beams without beam elongation for earthquake resilience,2021.0,26/1/2021,en,article,36.0,3.782,False,2025-04-24T13:08:43.805060,1/2/2021,False,https://doi.org/10.1016/j.engstruct.2020.111827,https://openalex.org/S165454098,Engineering Structures,0141-0296,False,True,Elsevier BV,"[""Elsevier BV""]",journal,232,,111827,111827,https://openalex.org/T10160,Seismic Performance and Analysis,0.9994,Civil and Structural Engineering,Engineering,Physical Sciences,0.999963,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.apenergy.2021.116453,https://openalex.org/W3120265462,https://doi.org/10.1016/j.apenergy.2021.116453,A spectral self-regulating parabolic trough solar receiver integrated with vanadium dioxide-based thermochromic coating,A spectral self-regulating parabolic trough solar receiver integrated with vanadium dioxide-based thermochromic coating,2021.0,13/1/2021,en,article,38.0,1.743,False,2025-04-23T01:17:07.138825,18/1/2021,False,https://doi.org/10.1016/j.apenergy.2021.116453,https://openalex.org/S109565702,Applied Energy,0306-2619,False,True,Elsevier BV,"[""Elsevier BV""]",journal,285,,116453,116453,https://openalex.org/T10905,Solar Thermal and Photovoltaic Systems,0.9992,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.999936,True,True,96.0,97.0,Success
https://doi.org/10.1108/ecam-05-2020-0295,https://openalex.org/W3115362641,https://doi.org/10.1108/ecam-05-2020-0295,Critical capabilities of improving supply chain resilience in industrialized construction in Hong Kong,Critical capabilities of improving supply chain resilience in industrialized construction in Hong Kong,2020.0,30/12/2020,en,article,39.0,5.033,False,2025-04-19T20:41:21.644579,5/1/2021,False,https://doi.org/10.1108/ecam-05-2020-0295,https://openalex.org/S120049674,Engineering Construction & Architectural Management,0969-9988,False,True,Emerald Publishing Limited,"[""Emerald Publishing Limited""]",journal,28,10,3236,3260,https://openalex.org/T11864,Supply Chain Resilience and Risk Management,0.9993,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.935197,False,True,96.0,97.0,Success
https://doi.org/10.1016/j.cej.2020.128105,https://openalex.org/W3110773536,https://doi.org/10.1016/j.cej.2020.128105,Ultrafine ruthenium-iridium alloy nanoparticles well-dispersed on N-rich carbon frameworks as efficient hydrogen-generation electrocatalysts,Ultrafine ruthenium-iridium alloy nanoparticles well-dispersed on N-rich carbon frameworks as efficient hydrogen-generation electrocatalysts,2020.0,16/12/2020,en,article,36.0,1.395,False,2025-04-18T12:58:34.753111,21/12/2020,False,https://doi.org/10.1016/j.cej.2020.128105,https://openalex.org/S149937609,Chemical Engineering Journal,1385-8947,False,True,Elsevier BV,"[""Elsevier BV""]",journal,417,,128105,128105,https://openalex.org/T10030,Electrocatalysts for Energy Conversion,1.0,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.696956,False,False,95.0,96.0,Success
https://doi.org/10.1109/tii.2020.3001955,https://openalex.org/W3035620887,https://doi.org/10.1109/tii.2020.3001955,NOMA-Based Pervasive Edge Computing: Secure Power Allocation for IoV,NOMA-Based Pervasive Edge Computing: Secure Power Allocation for IoV,2020.0,12/6/2020,en,article,37.0,2.464,False,2025-04-25T06:56:17.565930,19/6/2020,False,https://doi.org/10.1109/tii.2020.3001955,https://openalex.org/S184777250,IEEE Transactions on Industrial Informatics,1551-3203,False,True,Institute of Electrical and Electronics Engineers,"[""Institute of Electrical and Electronics Engineers""]",journal,17,7,5021,5030,https://openalex.org/T11458,Advanced Wireless Communication Technologies,0.9999,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.790383,False,False,95.0,96.0,Success
https://doi.org/10.1016/j.epsl.2020.116666,https://openalex.org/W3099244005,https://doi.org/10.1016/j.epsl.2020.116666,Centimeter-resolution topographic modeling and fine-scale analysis of craters and rocks at the Chang'E-4 landing site,Centimeter-resolution topographic modeling and fine-scale analysis of craters and rocks at the Chang'E-4 landing site,2020.0,16/11/2020,en,article,35.0,2.328,False,2025-04-18T06:57:31.236140,23/11/2020,True,https://doi.org/10.1016/j.epsl.2020.116666,https://openalex.org/S119230507,Earth and Planetary Science Letters,0012-821X,False,True,Elsevier BV,"[""Elsevier BV""]",journal,553,,116666,116666,https://openalex.org/T10406,Planetary Science and Exploration,0.9999,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,0.823846,False,False,95.0,96.0,Success
https://doi.org/10.1080/15548627.2020.1805860,https://openalex.org/W3047487122,https://doi.org/10.1080/15548627.2020.1805860,ATM loss disrupts the autophagy-lysosomal pathway,ATM loss disrupts the autophagy-lysosomal pathway,2020.0,6/8/2020,en,article,56.0,2.922,False,2025-04-22T08:49:17.754723,10/8/2020,True,https://doi.org/10.1080/15548627.2020.1805860,https://openalex.org/S102544370,Autophagy,1554-8627,False,True,Taylor & Francis,"[""Taylor & Francis""]",journal,17,8,1998,2010,https://openalex.org/T10123,DNA Repair Mechanisms,0.9982,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.999984,True,True,97.0,98.0,Success
https://doi.org/10.1177/0047287520934870,https://openalex.org/W3037177633,https://doi.org/10.1177/0047287520934870,Inconvenient Experiences among Muslim Travelers: An Analysis of the Multiple Causes,Inconvenient Experiences among Muslim Travelers: An Analysis of the Multiple Causes,2020.0,29/6/2020,en,article,44.0,9.067,False,2025-04-22T14:58:17.627230,2/7/2020,False,https://doi.org/10.1177/0047287520934870,https://openalex.org/S157485431,Journal of Travel Research,0047-2875,False,True,SAGE Publishing,"[""SAGE Publishing""]",journal,60,6,1352,1370,https://openalex.org/T12651,Halal products and consumer behavior,0.9963,Sociology and Political Science,Social Sciences,Social Sciences,0.999993,True,True,96.0,97.0,Success
https://doi.org/10.1177/1475921720921256,https://openalex.org/W3033856829,https://doi.org/10.1177/1475921720921256,Structural damage detection based on variational Bayesian inference and delayed rejection adaptive Metropolis algorithm,Structural damage detection based on variational Bayesian inference and delayed rejection adaptive Metropolis algorithm,2020.0,2/6/2020,en,article,37.0,3.541,False,2025-04-19T19:04:27.171003,12/6/2020,False,https://doi.org/10.1177/1475921720921256,https://openalex.org/S46950560,Structural Health Monitoring,1475-9217,False,True,SAGE Publishing,"[""SAGE Publishing""]",journal,20,4,1518,1535,https://openalex.org/T10534,Structural Health Monitoring Techniques,0.9998,Civil and Structural Engineering,Engineering,Physical Sciences,0.999963,True,True,95.0,96.0,Success
https://doi.org/10.18653/v1/2021.findings-emnlp.96,https://openalex.org/W3199296065,https://doi.org/10.18653/v1/2021.findings-emnlp.96,Effectiveness of Pre-training for Few-shot Intent Classification,Effectiveness of Pre-training for Few-shot Intent Classification,2021.0,1/1/2021,en,preprint,32.0,,False,2025-04-24T05:09:08.928617,27/9/2021,True,https://doi.org/10.18653/v1/2021.findings-emnlp.96,,,,,,,,,,,,,https://openalex.org/T10028,Topic Modeling,0.9997,Artificial Intelligence,Computer Science,Physical Sciences,0.95383,False,True,95.0,96.0,Success
https://doi.org/10.1109/iccv48922.2021.00347,https://openalex.org/W3206203595,https://doi.org/10.1109/iccv48922.2021.00347,Collaborative and Adversarial Learning of Focused and Dispersive Representations for Semi-supervised Polyp Segmentation,Collaborative and Adversarial Learning of Focused and Dispersive Representations for Semi-supervised Polyp Segmentation,2021.0,1/10/2021,en,article,35.0,3.143,False,2025-04-23T00:39:07.197209,25/10/2021,False,https://doi.org/10.1109/iccv48922.2021.00347,https://openalex.org/S4363607764,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,False,False,,[],conference,,,,,https://openalex.org/T10862,AI in cancer detection,0.9966,Artificial Intelligence,Computer Science,Physical Sciences,0.838294,False,False,96.0,97.0,Success
https://doi.org/10.1016/j.jag.2021.102476,https://openalex.org/W3189081420,https://doi.org/10.1016/j.jag.2021.102476,A structure knowledge-synthetic aperture radar interferometry integration method for high-precision deformation monitoring and risk identification of sea-crossing bridges,A structure knowledge-synthetic aperture radar interferometry integration method for high-precision deformation monitoring and risk identification of sea-crossing bridges,2021.0,10/8/2021,en,article,32.0,3.702,False,2025-04-22T09:43:00.533508,16/8/2021,True,https://doi.org/10.1016/j.jag.2021.102476,https://openalex.org/S4210179989,International Journal of Applied Earth Observation and Geoinformation,1569-8432,True,True,Elsevier BV,"[""Elsevier BV""]",journal,103,,102476,102476,https://openalex.org/T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,0.9991,Aerospace Engineering,Engineering,Physical Sciences,0.999947,True,True,95.0,96.0,Success
https://doi.org/10.1145/3460120.3485387,https://openalex.org/W3212677680,https://doi.org/10.1145/3460120.3485387,Structural Attack against Graph Based Android Malware Detection,Structural Attack against Graph Based Android Malware Detection,2021.0,12/11/2021,en,article,30.0,3.728,False,2025-04-24T08:20:23.780973,22/11/2021,False,https://doi.org/10.1145/3460120.3485387,https://openalex.org/S4363608815,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,,False,False,,[],conference,,,,,https://openalex.org/T11241,Advanced Malware Detection Techniques,1.0,Signal Processing,Computer Science,Physical Sciences,0.848182,False,False,95.0,96.0,Success
https://doi.org/10.3390/jcs5100283,https://openalex.org/W3206434307,https://doi.org/10.3390/jcs5100283,Recent Advances in Strain-Hardening UHPC with Synthetic Fibers,Recent Advances in Strain-Hardening UHPC with Synthetic Fibers,2021.0,18/10/2021,en,article,37.0,4.148,False,2025-04-17T21:29:40.017163,25/10/2021,True,https://doi.org/10.3390/jcs5100283,https://openalex.org/S4210181540,Journal of Composites Science,2504-477X,True,True,Multidisciplinary Digital Publishing Institute,"[""Multidisciplinary Digital Publishing Institute""]",journal,5,10,283,283,https://openalex.org/T10687,Innovative concrete reinforcement materials,0.9997,Civil and Structural Engineering,Engineering,Physical Sciences,0.999963,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.techsoc.2021.101718,https://openalex.org/W3197475620,https://doi.org/10.1016/j.techsoc.2021.101718,Examining the role of ICT usage in loneliness perception and mental health of the elderly in China,Examining the role of ICT usage in loneliness perception and mental health of the elderly in China,2021.0,25/8/2021,en,article,33.0,15.032,False,2025-04-19T01:16:27.129255,13/9/2021,False,https://doi.org/10.1016/j.techsoc.2021.101718,https://openalex.org/S149100181,Technology in Society,0160-791X,False,True,Elsevier BV,"[""Elsevier BV""]",journal,67,,101718,101718,https://openalex.org/T11977,Technology Use by Older Adults,0.9984,Demography,Social Sciences,Social Sciences,0.999956,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.pmatsci.2021.100856,https://openalex.org/W3191754683,https://doi.org/10.1016/j.pmatsci.2021.100856,Van der Waals heterostructures with one-dimensional atomic crystals,Van der Waals heterostructures with one-dimensional atomic crystals,2021.0,5/8/2021,en,article,40.0,2.831,False,2025-04-25T05:28:35.656337,16/8/2021,False,https://doi.org/10.1016/j.pmatsci.2021.100856,https://openalex.org/S88404446,Progress in Materials Science,0079-6425,False,True,Elsevier BV,"[""Elsevier BV""]",journal,122,,100856,100856,https://openalex.org/T10275,2D Materials and Applications,1.0,Materials Chemistry,Materials Science,Physical Sciences,0.70114,False,False,96.0,97.0,Success
https://doi.org/10.1016/j.ebiom.2021.103544,https://openalex.org/W3195514311,https://doi.org/10.1016/j.ebiom.2021.103544,The impact of spike N501Y mutation on neutralizing activity and RBD binding of SARS-CoV-2 convalescent serum,The impact of spike N501Y mutation on neutralizing activity and RBD binding of SARS-CoV-2 convalescent serum,2021.0,19/8/2021,en,article,41.0,2.701,False,2025-04-23T00:26:27.895527,30/8/2021,True,https://doi.org/10.1016/j.ebiom.2021.103544,https://openalex.org/S2531685872,EBioMedicine,2352-3964,True,True,Elsevier BV,"[""Elsevier BV""]",journal,71,,103544,103544,https://openalex.org/T10118,SARS-CoV-2 and COVID-19 Research,1.0,Infectious Diseases,Medicine,Health Sciences,0.793227,False,False,97.0,98.0,Success
https://doi.org/10.3390/s21165553,https://openalex.org/W3195191735,https://doi.org/10.3390/s21165553,A Blanket Accommodative Sleep Posture Classification System Using an Infrared Depth Camera: A Deep Learning Approach with Synthetic Augmentation of Blanket Conditions,A Blanket Accommodative Sleep Posture Classification System Using an Infrared Depth Camera: A Deep Learning Approach with Synthetic Augmentation of Blanket Conditions,2021.0,18/8/2021,en,article,32.0,4.242,False,2025-04-17T15:48:20.146826,30/8/2021,True,https://doi.org/10.3390/s21165553,https://openalex.org/S101949793,Sensors,1424-8220,True,True,Multidisciplinary Digital Publishing Institute,"[""Multidisciplinary Digital Publishing Institute""]",journal,21,16,5553,5553,https://openalex.org/T10234,Obstructive Sleep Apnea Research,0.9993,Physiology,Medicine,Health Sciences,0.823168,False,False,95.0,96.0,Success
https://doi.org/10.1016/j.jbvi.2021.e00270,https://openalex.org/W3187302313,https://doi.org/10.1016/j.jbvi.2021.e00270,The promise of entrepreneurial passion to advance social entrepreneurship research,The promise of entrepreneurial passion to advance social entrepreneurship research,2021.0,9/8/2021,en,article,40.0,10.181,False,2025-04-20T01:08:47.253409,16/8/2021,False,https://doi.org/10.1016/j.jbvi.2021.e00270,https://openalex.org/S2898242091,Journal of Business Venturing Insights,2352-6734,False,True,Elsevier BV,"[""Elsevier BV""]",journal,16,,e00270,e00270,https://openalex.org/T10058,Entrepreneurship Studies and Influences,0.9992,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.999899,True,True,96.0,97.0,Success
https://doi.org/10.1016/j.cor.2021.105467,https://openalex.org/W3182498371,https://doi.org/10.1016/j.cor.2021.105467,Joint optimization of order sequencing and rack scheduling in the robotic mobile fulfilment system,Joint optimization of order sequencing and rack scheduling in the robotic mobile fulfilment system,2021.0,6/7/2021,en,article,41.0,5.294,False,2025-04-18T09:10:54.667705,19/7/2021,False,https://doi.org/10.1016/j.cor.2021.105467,https://openalex.org/S173256270,Computers & Operations Research,0305-0548,False,True,Elsevier BV,"[""Elsevier BV""]",journal,135,,105467,105467,https://openalex.org/T11814,Advanced Manufacturing and Logistics Optimization,1.0,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,0.999908,True,True,97.0,98.0,Success
https://doi.org/10.1186/s12859-021-04295-1,https://openalex.org/W3183761761,https://doi.org/10.1186/s12859-021-04295-1,GAT-LI: a graph attention network based learning and interpreting method for functional brain network classification,GAT-LI: a graph attention network based learning and interpreting method for functional brain network classification,2021.0,22/7/2021,en,article,29.0,2.835,False,2025-04-23T00:32:10.953236,2/8/2021,True,https://doi.org/10.1186/s12859-021-04295-1,https://openalex.org/S19032547,BMC Bioinformatics,1471-2105,True,True,BioMed Central,"[""Springer Nature"", ""BioMed Central""]",journal,22,1,,,https://openalex.org/T10241,Functional Brain Connectivity Studies,0.9999,Cognitive Neuroscience,Neuroscience,Life Sciences,0.776633,False,False,95.0,96.0,Success
https://doi.org/10.1016/j.ijhm.2021.102989,https://openalex.org/W3170018373,https://doi.org/10.1016/j.ijhm.2021.102989,"Unraveling the interplay of review depth, review breadth, and review language style on review usefulness and review adoption","Unraveling the interplay of review depth, review breadth, and review language style on review usefulness and review adoption",2021.0,2/6/2021,en,article,33.0,9.377,False,2025-04-17T13:05:08.774612,22/6/2021,False,https://doi.org/10.1016/j.ijhm.2021.102989,https://openalex.org/S148599315,International Journal of Hospitality Management,0278-4319,False,True,Elsevier BV,"[""Elsevier BV""]",journal,97,,102989,102989,https://openalex.org/T10609,Digital Marketing and Social Media,0.9997,Sociology and Political Science,Social Sciences,Social Sciences,0.938385,False,True,96.0,97.0,Success
