oa_institution_id,oa_institution_name,oa_institution_ror,oa_institution_country_code,oa_institution_type
https://openalex.org/I167147083,Overseas Development Institute,https://ror.org/02res4f29,GB,nonprofit
https://openalex.org/I4210121810,Institute for Global Environmental Strategies,https://ror.org/02jgraj16,US,nonprofit
https://openalex.org/I4210118281,National Earthquake Response Support Service,https://ror.org/02gzvm828,CN,facility
https://openalex.org/I4210098092,Ethiopian Public Health Institute,https://ror.org/00xytbp33,ET,facility
https://openalex.org/I4210139849,Berman Center for Outcomes and Clinical Research,https://ror.org/04jcfwb48,US,facility
https://openalex.org/I4210160105,Baker Hughes (United Kingdom),https://ror.org/05h78k766,GB,company
https://openalex.org/I4210109993,University of the East Ramon Magsaysay Memorial Medical Center,https://ror.org/01rxjzf54,PH,healthcare
https://openalex.org/I205143321,Osaka Medical and Pharmaceutical University,https://ror.org/01y2kdt21,JP,funder
https://openalex.org/I188910012,Momoyama Gakuin University,https://ror.org/048z9th72,JP,education
https://openalex.org/I4210122128,Taiwan Nurses Association,https://ror.org/02px13636,TW,other
https://openalex.org/I115067436,Changzhi University,https://ror.org/04svmxd14,CN,education
https://openalex.org/I4210100804,Gillette Children's Specialty Healthcare,https://ror.org/0142es516,US,healthcare
https://openalex.org/I4210101378,Cheng Hsin General Hospital,https://ror.org/014f77s28,TW,healthcare
https://openalex.org/I4210087216,Hunan Provincial Center for Disease Control and Prevention,https://ror.org/0066efq29,CN,government
https://openalex.org/I107707843,Roskilde University,https://ror.org/014axpa37,DK,education
https://openalex.org/I112471378,Central University of Tamil Nadu,https://ror.org/03ytqnm28,IN,funder
https://openalex.org/I1287378978,University of British Columbia Hospital,https://ror.org/00frst980,CA,healthcare
https://openalex.org/I4387153571,UMR Géographie-cités,https://ror.org/05yqfzf35,,facility
https://openalex.org/I4210114179,Sonova (Switzerland),https://ror.org/027rr8795,CH,funder
https://openalex.org/I78927796,Georgia Gwinnett College,https://ror.org/05vkmhj10,US,education
https://openalex.org/I2803051760,Gwinnett College,https://ror.org/047y9vj34,US,education
https://openalex.org/I4210124300,Hubei Provincial Women and Children's Hospital,https://ror.org/03323pz98,CN,healthcare
https://openalex.org/I4210107233,Language Science (South Korea),https://ror.org/01h9v1373,KR,company
https://openalex.org/I4210087284,St Vincent's Hospital Sydney,https://ror.org/000ed3w25,AU,healthcare
https://openalex.org/I4210133905,VA Pittsburgh Healthcare System,https://ror.org/02qm18h86,US,healthcare
https://openalex.org/I79741316,University of Pecs,https://ror.org/037b5pv06,HU,funder
https://openalex.org/I192168892,National University of Kaohsiung,https://ror.org/013zjb662,TW,education
https://openalex.org/I4210164898,Beijing Chaoyang Emergency Medical Center,https://ror.org/05anb7a53,CN,healthcare
https://openalex.org/I2800230563,IMC University of Applied Sciences Krems,https://ror.org/00eaycp31,AT,education
https://openalex.org/I4210105842,Kavli Institute for Theoretical Sciences,https://ror.org/01kv3wg35,CN,facility
https://openalex.org/I181190671,New York Medical College,https://ror.org/03dkvy735,US,funder
https://openalex.org/I64767286,Clalit Health Services,https://ror.org/04zjvnp94,IL,healthcare
https://openalex.org/I4210087697,National Yang Ming University Hospital,https://ror.org/003xdw211,TW,healthcare
https://openalex.org/I102248843,Vienna University of Economics and Business,https://ror.org/03yn8s215,AT,education
https://openalex.org/I4210098630,Xi'an Honghui Hospital,https://ror.org/015bnwc11,CN,healthcare
https://openalex.org/I4387153637,Ho Chi Minh City University of Economics and Finance,https://ror.org/00rpn1945,,education
https://openalex.org/I4210110502,Jiangsu Provincial Academy of Traditional Chinese Medicine,https://ror.org/01a1w0r26,CN,healthcare
https://openalex.org/I4210131968,The Christie Hospital,https://ror.org/03nd63441,GB,healthcare
https://openalex.org/I140508470,Sophiahemmet University College,https://ror.org/01aem0w72,SE,funder
https://openalex.org/I4210158168,Melbourne Health,https://ror.org/04z4kmw33,AU,healthcare
https://openalex.org/I4210105239,National Institute of Education Sciences,https://ror.org/01dfm1a30,CN,education
https://openalex.org/I32399674,Shenyang Normal University,https://ror.org/05cdfgm80,CN,funder
https://openalex.org/I2802437833,Baycrest Hospital,https://ror.org/03gp5b411,CA,healthcare
https://openalex.org/I55741626,Technical University of Crete,https://ror.org/03f8bz564,GR,education
https://openalex.org/I4210131000,Instituto de Ciencias de La Construcción Eduardo Torroja,https://ror.org/03x2a1f75,ES,facility
https://openalex.org/I65196183,Tatung University,https://ror.org/030m18266,TW,funder
https://openalex.org/I81417347,Korea National Sport University,https://ror.org/02fywdp72,KR,funder
https://openalex.org/I2802127220,Alberta Children's Hospital,https://ror.org/00sx29x36,CA,healthcare
https://openalex.org/I4210150808,Ankara Yıldırım Beyazıt University,https://ror.org/05ryemn72,TR,funder
https://openalex.org/I341072040,Tyndale University,https://ror.org/00aqdmx54,CA,education
https://openalex.org/I4210114604,Beijing Luhe Hospital Affiliated to Capital Medical University,https://ror.org/01zyn4z03,CN,healthcare
https://openalex.org/I4210133673,VPIphotonics (Germany),https://ror.org/03tdxj229,DE,company
https://openalex.org/I16285277,William & Mary,https://ror.org/03hsf0573,US,funder
https://openalex.org/I118091203,Universidad San Pablo CEU,https://ror.org/00tvate34,ES,education
https://openalex.org/I189268942,Universidad de Alcalá,https://ror.org/04pmn0e78,ES,funder
https://openalex.org/I4210161404,Chinese Society for Electrical Engineering,https://ror.org/04w1pxt36,CN,nonprofit
https://openalex.org/I4210093755,Shenzhen Institute of Innovation Design (China),https://ror.org/00mzd6670,CN,company
https://openalex.org/I154893126,Guizhou Normal University,https://ror.org/02x1pa065,CN,funder
https://openalex.org/I34931013,National Institute for Health Research,https://ror.org/0187kwz08,GB,government
https://openalex.org/I4210143568,Central Hospital of Wuhan,https://ror.org/04qs2sz84,CN,healthcare
https://openalex.org/I1315496137,University of Maryland Medical Center,https://ror.org/00sde4n60,US,healthcare
https://openalex.org/I200166805,Guy's and St Thomas' NHS Foundation Trust,https://ror.org/00j161312,GB,healthcare
https://openalex.org/I3125347698,Babeș-Bolyai University,https://ror.org/02rmd1t30,RO,funder
https://openalex.org/I117222138,Abu Dhabi University,https://ror.org/01r3kjq03,AE,education
https://openalex.org/I48780066,Shenyang University of Chemical Technology,https://ror.org/03dbpdh75,CN,funder
https://openalex.org/I3017888287,Universidade Nove de Julho,https://ror.org/005mpbw70,BR,funder
https://openalex.org/I4210094798,Rajamangala University of Technology Krungthep,https://ror.org/00wcxq223,TH,education
https://openalex.org/I128956969,Texas Christian University,https://ror.org/054b0b564,US,funder
https://openalex.org/I121486552,Helsinki Metropolia University of Applied Sciences,https://ror.org/03hdaef25,FI,education
https://openalex.org/I2801834177,Taipei City Government,https://ror.org/02eqw3q87,TW,government
https://openalex.org/I2800979572,Research Institute for Tropical Medicine,https://ror.org/01g79at26,PH,facility
https://openalex.org/I2276074,Lawrence Technological University,https://ror.org/04d52ej85,US,education
https://openalex.org/I99731219,Higher Institute for Applied Sciences and Technology,https://ror.org/009qm7w92,SY,education
https://openalex.org/I4210100305,Netherlands Enterprise Agency,https://ror.org/00mvd2t81,NL,government
https://openalex.org/I4210126638,Horological Research Institute of Light Industry,https://ror.org/031nqzs81,CN,facility
https://openalex.org/I129488602,Burapha University,https://ror.org/01ff74m36,TH,funder
https://openalex.org/I53118340,Rhode Island College,https://ror.org/01k5gt570,US,funder
https://openalex.org/I4210137940,Shanxi Dayi Hospital,https://ror.org/03tq2kc64,CN,healthcare
https://openalex.org/I4210158804,Shanxi Academy of Medical Sciences,https://ror.org/04tshhm50,CN,healthcare
https://openalex.org/I4210141240,Ludwig Boltzmann Institute Applied Diagnostics,https://ror.org/03gjxds17,AT,facility
https://openalex.org/I4210128031,Center For Biomarker Research In Medicine,https://ror.org/031gwf224,AT,nonprofit
https://openalex.org/I40246663,Chinese Academy of Engineering,https://ror.org/00z3yke57,CN,other
https://openalex.org/I267592682,Williams (United States),https://ror.org/007zhvp17,US,funder
https://openalex.org/I4210141689,Yancheng Teachers University,https://ror.org/042k5fe81,CN,funder
