id,doi,title,display_name,publication_year,publication_date,language,type,type_crossref,cited_by_count,oa_status,open_access.oa_url,primary_location.is_oa,primary_location.landing_page_url,primary_location.pdf_url,primary_location.version,primary_location.license,primary_location.source.id,source_display_name,biblio.volume,biblio.issue,biblio.first_page,biblio.last_page,author_names,institution_names_str,is_retracted,is_paratext,ids.pmid
https://openalex.org/W4405950959,https://doi.org/10.1016/j.watres.2024.123076,Interpretable deep learning for acoustic leak detection in water distribution systems,Interpretable deep learning for acoustic leak detection in water distribution systems,2024,2024-12-31,en,article,journal-article,0,closed,,False,https://doi.org/10.1016/j.watres.2024.123076,,,,https://openalex.org/S52566953,Water Research,273,,123076,123076,"Guangtao Fu, Haixing Liu, Run Zheng, Shuming Liu, Tarek Zayed, Ziyang Xu","Dalian University of Technology, Hong Kong Polytechnic University, Tsinghua University, University of Exeter",False,False,https://pubmed.ncbi.nlm.nih.gov/39756226
https://openalex.org/W4405898246,https://doi.org/10.2196/54047,Slit Lamp Report Generation and Question Answering: Development and Validation of a Multimodal Transformer Model with Large Language Model Integration,Slit Lamp Report Generation and Question Answering: Development and Validation of a Multimodal Transformer Model with Large Language Model Integration,2024,2024-12-30,en,article,journal-article,1,gold,https://doi.org/10.2196/54047,True,https://doi.org/10.2196/54047,,publishedVersion,cc-by,https://openalex.org/S17147534,Journal of Medical Internet Research,26,,e54047,e54047,"Danli Shi, Fan Song, James Gunasegaram, Mingguang He, Na Liu, Weiyi Zhang, Wenyong Huang, Xiaolan Chen, Ziwei Zhao","Hong Kong Polytechnic University, Monash University, Sun Yat-sen University",False,False,https://pubmed.ncbi.nlm.nih.gov/39753218
https://openalex.org/W4405907172,https://doi.org/10.1101/2024.12.27.24319715,Implementing Trust in Non-Small Cell Lung Cancer Diagnosis with a Conformalized Uncertainty-Aware AI Framework in Whole-Slide Images,Implementing Trust in Non-Small Cell Lung Cancer Diagnosis with a Conformalized Uncertainty-Aware AI Framework in Whole-Slide Images,2024,2024-12-30,en,preprint,posted-content,1,green,https://doi.org/10.1101/2024.12.27.24319715,True,https://doi.org/10.1101/2024.12.27.24319715,,submittedVersion,,https://openalex.org/S4306400573,medRxiv (Cold Spring Harbor Laboratory),,,,,"Bradley Malin, Chao Yan, Fedaa Najdawi, Kai Zhou, Tao Wang, Xiaoge Zhang, Yiu‐ming Cheung, Yuan Ma","Hong Kong Baptist University, Hong Kong Polytechnic University, Vanderbilt University Medical Center",False,False,https://pubmed.ncbi.nlm.nih.gov/39802797
https://openalex.org/W4405892652,https://doi.org/10.1021/acsphotonics.4c01930,Metasurface-Based Intelligent Identification of Total Angular Momentum Spectra for Beams,Metasurface-Based Intelligent Identification of Total Angular Momentum Spectra for Beams,2024,2024-12-30,en,article,journal-article,0,closed,,False,https://doi.org/10.1021/acsphotonics.4c01930,,,,https://openalex.org/S135184319,ACS Photonics,,,,,"Gao Chun-Qing, Haoran Yu, Jiaqi Wang, Lang Li, Liliang Gao, Shiyao Fu, Shiyun Zhou, Yuxin Cheng","Beijing Institute of Technology, China Electric Power Research Institute, Hong Kong Polytechnic University, Ministry of Education of the People's Republic of China, Ministry of Industry and Information Technology, North China Electric Power University, Science and Technology on Surface Physics and Chemistry Laboratory",False,False,
https://openalex.org/W4405925549,https://doi.org/10.3390/app15010253,Impact of Rutting on Traffic Safety: A Synthesis of Research Findings,Impact of Rutting on Traffic Safety: A Synthesis of Research Findings,2024,2024-12-30,en,article,journal-article,0,gold,https://doi.org/10.3390/app15010253,True,https://doi.org/10.3390/app15010253,,publishedVersion,cc-by,https://openalex.org/S4210205812,Applied Sciences,15,1,253,253,"Ali Fares, Man-Nok Wong, Nour Faris, Tarek Zayed",Hong Kong Polytechnic University,False,False,
https://openalex.org/W4405952847,https://doi.org/10.1080/00036846.2024.2448612,To what extent does it deviate from substantive green innovation: the effect of capital market opening on enterprises’ pseudo-green innovation,To what extent does it deviate from substantive green innovation: the effect of capital market opening on enterprises’ pseudo-green innovation,2024,2024-12-30,en,article,journal-article,1,closed,,False,https://doi.org/10.1080/00036846.2024.2448612,,,,https://openalex.org/S201533460,Applied Economics,,,1,14,"Jun Zhao, Xuewei Sun","City University of Macau, Hong Kong Polytechnic University",False,False,
https://openalex.org/W4405914595,https://doi.org/10.1002/adom.202402455,Enhanced Optical Gain Through Efficient Polaron Pairs Recombination in F8<sub>x</sub>BT<sub>y</sub>,Enhanced Optical Gain Through Efficient Polaron Pairs Recombination in F8<sub>x</sub>BT<sub>y</sub>,2024,2024-12-30,en,article,journal-article,0,hybrid,https://doi.org/10.1002/adom.202402455,True,https://doi.org/10.1002/adom.202402455,,publishedVersion,cc-by-nc-nd,https://openalex.org/S108229257,Advanced Optical Materials,,,,,"Chen Sun, Hoi Lam Tam, King‐Fai Li, Kok‐Wai Cheah, Man Shing Wong, Mingjie Li, Qi Wei, Yan Yu, Yi Jiang, Yongjie Huang, Zhixu Jia","Hong Kong Baptist University, Hong Kong Polytechnic University, Nanjing University of Posts and Telecommunications, Southern University of Science and Technology",False,False,
https://openalex.org/W4405914825,https://doi.org/10.1108/jhti-08-2024-0883,Determinants of hospitality and tourism employees’ green behaviors: a deeper insight into the application of behavioral reasoning theory,Determinants of hospitality and tourism employees’ green behaviors: a deeper insight into the application of behavioral reasoning theory,2024,2024-12-30,en,article,journal-article,0,closed,,False,https://doi.org/10.1108/jhti-08-2024-0883,,,,https://openalex.org/S4210226067,Journal of Hospitality and Tourism Insights,,,,,"B Sarah, Heesup Han, Inyoung Jung, Seongseop Kim, Xiaoting Chi","Ho Technical University, Hong Kong Polytechnic University, Qingdao University, Sejong University, University of Nevada, Las Vegas",False,False,
https://openalex.org/W4405934180,https://doi.org/10.3390/nano15010045,Graphitic Carbon Nitride for Photocatalytic Hydrogen Production from Water Splitting: Nano-Morphological Control and Electronic Band Tailoring,Graphitic Carbon Nitride for Photocatalytic Hydrogen Production from Water Splitting: Nano-Morphological Control and Electronic Band Tailoring,2024,2024-12-30,en,review,journal-article,3,gold,https://doi.org/10.3390/nano15010045,True,https://doi.org/10.3390/nano15010045,,publishedVersion,cc-by,https://openalex.org/S2764646681,Nanomaterials,15,1,45,45,"Huiqing Fan, Weijia Wang, Xinye Chang, Yongbo Fan","Hong Kong Polytechnic University, Northwestern Polytechnical University",False,False,https://pubmed.ncbi.nlm.nih.gov/39791804
https://openalex.org/W4405896149,https://doi.org/10.1073/pnas.2418239121,Moisture-driven carbonation kinetics for ultrafast CO <sub>2</sub> mineralization,Moisture-driven carbonation kinetics for ultrafast CO <sub>2</sub> mineralization,2024,2024-12-30,en,article,journal-article,2,closed,https://doi.org/10.1073/pnas.2418239121,True,https://doi.org/10.1073/pnas.2418239121,,publishedVersion,cc-by-nc-nd,https://openalex.org/S125754415,Proceedings of the National Academy of Sciences,122,1,,,"Chi Sun Poon, Gen Li, Peiliang Shen, Roland Pellenq, Yining Gao, Yong Tao","Centre National de la Recherche Scientifique, Hong Kong Polytechnic University, Institut Européen des Membranes",False,False,https://pubmed.ncbi.nlm.nih.gov/39793077
https://openalex.org/W4405885427,https://doi.org/10.1007/s11071-024-10724-6,Band evolution and 2D nonreciprocal wave propagation in strongly nonlinear meta-plates,Band evolution and 2D nonreciprocal wave propagation in strongly nonlinear meta-plates,2024,2024-12-30,en,article,journal-article,1,hybrid,https://doi.org/10.1007/s11071-024-10724-6,True,https://doi.org/10.1007/s11071-024-10724-6,,publishedVersion,cc-by,https://openalex.org/S138681734,Nonlinear Dynamics,,,,,"Cheng Li, Gong Chen, Xin Fang","Hong Kong Polytechnic University, National University of Defense Technology",False,False,
https://openalex.org/W4405893065,https://doi.org/10.1080/14664208.2024.2447633,The language policy and planning in Shenzhen during the Greater Bay Area period: a bottom-up perspective,The language policy and planning in Shenzhen during the Greater Bay Area period: a bottom-up perspective,2024,2024-12-30,en,article,journal-article,1,hybrid,https://doi.org/10.1080/14664208.2024.2447633,True,https://doi.org/10.1080/14664208.2024.2447633,,publishedVersion,cc-by,https://openalex.org/S143927757,Current Issues in Language Planning,,,1,26,"Changwei Zhang, Xintao Qiu, Yulin Wen","Guangzhou University, Hong Kong Polytechnic University, Shenzhen University",False,False,
https://openalex.org/W4405913321,https://doi.org/10.1021/acs.est.4c08638,Tailoring Polyelectrolyte Multilayer Nanofiltration Membranes by Aerosol-Assisted Printing: Insights into Membrane Formation Mechanisms,Tailoring Polyelectrolyte Multilayer Nanofiltration Membranes by Aerosol-Assisted Printing: Insights into Membrane Formation Mechanisms,2024,2024-12-30,en,article,journal-article,1,closed,,False,https://doi.org/10.1021/acs.est.4c08638,,,,https://openalex.org/S13479253,Environmental Science & Technology,59,1,913,923,"Jin Zhang, Lihong Gan, Shihong Lin, Yangtao Wu, Yi Jiang, Zhenyu Zhao, Zhuo Chen","Hong Kong Polytechnic University, Vanderbilt University",False,False,https://pubmed.ncbi.nlm.nih.gov/39807643
https://openalex.org/W4405882695,https://doi.org/10.1515/multi-2024-0081,“Calming my heartbeat to enjoy the show”: the social-indexical meanings of in-yer-face theater recontextualized China,“Calming my heartbeat to enjoy the show”: the social-indexical meanings of in-yer-face theater recontextualized China,2024,2024-12-30,en,article,journal-article,0,closed,,False,https://doi.org/10.1515/multi-2024-0081,,,,https://openalex.org/S4210202881,Multilingua,44,2,263,287,"Liang Xiao-yan, Lydia Catedral","City University of Hong Kong, Hong Kong Polytechnic University",False,False,
https://openalex.org/W4405895684,https://doi.org/10.1038/s41598-024-82100-8,Normative values of spinal and peripheral proprioception in position sense among healthy adolescents and young adults,Normative values of spinal and peripheral proprioception in position sense among healthy adolescents and young adults,2024,2024-12-30,en,article,journal-article,0,gold,https://doi.org/10.1038/s41598-024-82100-8,True,https://doi.org/10.1038/s41598-024-82100-8,,publishedVersion,cc-by-nc-nd,https://openalex.org/S196734849,Scientific Reports,14,1,,,"Arnold Yu Lok Wong, Dhk Chow, Jason Pui Yin Cheung, Karlen Ka Pui Law, Kenney Ki Lee Lau, Kenny Kwan, Kmc Cheung","Education University of Hong Kong, Hong Kong Polytechnic University, University of Hong Kong, University of Hong Kong - Shenzhen Hospital",False,False,https://pubmed.ncbi.nlm.nih.gov/39738272
https://openalex.org/W4405913719,https://doi.org/10.1007/s12371-024-01050-9,The Exportation of Hong Kong’s Quality Granite in the 19th and 20th Centuries: A Historical Re-Evaluation,The Exportation of Hong Kong’s Quality Granite in the 19th and 20th Centuries: A Historical Re-Evaluation,2024,2024-12-30,en,article,journal-article,0,hybrid,https://doi.org/10.1007/s12371-024-01050-9,True,https://doi.org/10.1007/s12371-024-01050-9,,publishedVersion,cc-by,https://openalex.org/S166478399,Geoheritage,17,1,,,"K.F. Man, Sun Wah Poon, Ying Deng","Central Policy Unit, Hong Kong Polytechnic University, University of Hong Kong",False,False,
https://openalex.org/W4405914625,https://doi.org/10.1061/jsdccc.sceng-1679,Essential Qualifications for Safety Personnel in the Indian Construction Industry: Delphi Approach,Essential Qualifications for Safety Personnel in the Indian Construction Industry: Delphi Approach,2024,2024-12-30,en,article,journal-article,0,closed,,False,https://doi.org/10.1061/jsdccc.sceng-1679,,,,https://openalex.org/S4404663453,Journal of structural design and construction practice.,30,2,,,"Ahmed Jalil Al-Bayati, Rita Yi Man Li, Vigneshkumar Chellappa","Hong Kong Polytechnic University, Hong Kong Shue Yan University, Lawrence Technological University",False,False,
https://openalex.org/W4405922786,https://doi.org/10.1002/advs.202409585,Microplastics Generate Less Mineral Protection of Soil Carbon and More CO<sub>2</sub> Emissions,Microplastics Generate Less Mineral Protection of Soil Carbon and More CO<sub>2</sub> Emissions,2024,2024-12-30,en,article,journal-article,0,gold,https://doi.org/10.1002/advs.202409585,True,https://doi.org/10.1002/advs.202409585,,publishedVersion,cc-by,https://openalex.org/S2737737698,Advanced Science,,,,,"Andrew J. Tanentzap, Baoshan Xing, Changchao Li, F. Wang, Jia Shi, Jianjun Wang, Jianying Shang, Jie Wang, Ling Jin, Matthias C. Rillig, Tanveer M. Adyel, Xiang Wang, Yuanze Sun","China Agricultural University, Chinese Academy of Sciences, Freie Universität Berlin, Hong Kong Polytechnic University, Institute of Soil Science, Nanjing Institute of Geography and Limnology, RMIT University, Trent University, University of Massachusetts Amherst",False,False,https://pubmed.ncbi.nlm.nih.gov/39739674
https://openalex.org/W4405892613,https://doi.org/10.1038/s41467-024-55125-w,Optimal CO2 intake in metastable water film in mesoporous materials,Optimal CO2 intake in metastable water film in mesoporous materials,2024,2024-12-30,en,article,journal-article,3,gold,https://doi.org/10.1038/s41467-024-55125-w,True,https://doi.org/10.1038/s41467-024-55125-w,,publishedVersion,cc-by-nc-nd,https://openalex.org/S64187185,Nature Communications,15,1,,,"Binbin Yin, Chi Sun Poon, Gen Li, Katerina Ioannidou, Peiliang Shen, Roland J.‐M. Pellenq, Romain Dupuis, Xinping Zhu, Yining Gao, Yong Tao","Hong Kong Polytechnic University, Institut Européen des Membranes, Physique et Mécanique des Milieux Hétérogènes",False,False,https://pubmed.ncbi.nlm.nih.gov/39738086
https://openalex.org/W4405918508,https://doi.org/10.1002/adma.202414389,Bioinspired Heterogeneous Surface for Radiative Cooling Enhanced Power‐Free Moisture Harvesting in Unsaturated Atmosphere,Bioinspired Heterogeneous Surface for Radiative Cooling Enhanced Power‐Free Moisture Harvesting in Unsaturated Atmosphere,2024,2024-12-30,en,article,journal-article,3,closed,https://doi.org/10.1002/adma.202414389,True,https://doi.org/10.1002/adma.202414389,,publishedVersion,,https://openalex.org/S99352657,Advanced Materials,,,,,"Congyuan Zhang, Heng Xie, Jinping Qu, Ting Wu, Yu Du, Zuankai Wang","Hong Kong Polytechnic University, Huazhong University of Science and Technology, Wuhan Institute of Technology",False,False,https://pubmed.ncbi.nlm.nih.gov/39737768
https://openalex.org/W4405883933,https://doi.org/10.1007/s10570-024-06346-1,Superhydrophilic self-cleaning cotton fabric with enhanced antibacterial and UV protection properties,Superhydrophilic self-cleaning cotton fabric with enhanced antibacterial and UV protection properties,2024,2024-12-30,en,article,journal-article,1,hybrid,https://doi.org/10.1007/s10570-024-06346-1,True,https://doi.org/10.1007/s10570-024-06346-1,,publishedVersion,cc-by,https://openalex.org/S130536152,Cellulose,,,,,"Esfandiar Pakdel, Mazeyar Parvinzadeh Gashti, Sima Kashi, Walid A. Daoud, Xungai Wang","City University of Hong Kong, Hong Kong Polytechnic University, Pittsburg State University",False,False,
https://openalex.org/W4405884022,https://doi.org/10.1021/acs.langmuir.4c04182,Synergism and Mechanisms of Aging Resistance in the Use of Graphene and Carbon Nanotubes in Bitumen Composites,Synergism and Mechanisms of Aging Resistance in the Use of Graphene and Carbon Nanotubes in Bitumen Composites,2024,2024-12-30,en,article,journal-article,1,closed,,False,https://doi.org/10.1021/acs.langmuir.4c04182,,,,https://openalex.org/S75741262,Langmuir,41,1,842,857,"Dawei Wang, Guoyang Lu, Lifeng Hao, Qiancheng Zhu, Qilin Yang, Rengen Xu","Harbin Institute of Technology, Hong Kong Polytechnic University",False,False,https://pubmed.ncbi.nlm.nih.gov/39810359
https://openalex.org/W4405908182,https://doi.org/10.1109/tbme.2024.3523921,Modality-aware Distillation Network for Microvascular Invasion Prediction of Hepatocellar Carcinoma from MRI Images,Modality-aware Distillation Network for Microvascular Invasion Prediction of Hepatocellar Carcinoma from MRI Images,2024,2024-12-30,en,article,journal-article,0,closed,,False,https://doi.org/10.1109/tbme.2024.3523921,,,,https://openalex.org/S5240358,IEEE Transactions on Biomedical Engineering,,,1,12,"Dagan Feng, Huanhuan Chong, Huazhu Fu, Jing Qin, Lei Zhu, Lequan Yu, Liansheng Wang, Ping Li, Yinghao Zhang, Zhihong Liu","Agency for Science, Technology and Research, Fudan University, Hong Kong Polytechnic University, Hong Kong University of Science and Technology, Institute of High Performance Computing, Sun Yat-sen University, The First Affiliated Hospital, Sun Yat-sen University, The University of Sydney, University of Hong Kong, Zhongshan Hospital",False,False,https://pubmed.ncbi.nlm.nih.gov/40030752
https://openalex.org/W4405947491,https://doi.org/10.3390/electronics14010114,Multi-Stage Hybrid Planning Method for Charging Stations Based on Graph Auto-Encoder,Multi-Stage Hybrid Planning Method for Charging Stations Based on Graph Auto-Encoder,2024,2024-12-30,en,article,journal-article,0,gold,https://doi.org/10.3390/electronics14010114,True,https://doi.org/10.3390/electronics14010114,,publishedVersion,,https://openalex.org/S4210202905,Electronics,14,1,114,114,"Juai Wu, Yang Wu, Yui‐yip Lau","Hong Kong Polytechnic University, Nanjing University of Posts and Telecommunications",False,False,
https://openalex.org/W4405883721,https://doi.org/10.1111/jiec.13606,Applications of geospatial technologies for construction and demolition waste management: A systematic literature review,Applications of geospatial technologies for construction and demolition waste management: A systematic literature review,2024,2024-12-29,en,article,journal-article,4,closed,,False,https://doi.org/10.1111/jiec.13606,,,,https://openalex.org/S203731762,Journal of Industrial Ecology,,,,,"Huili Xie, Shengping Li, Wei‐Qiang Chen, Wuyan Long, Youbai Chen, Zhikang Bao","Chinese Academy of Sciences, Curtin University, Heriot-Watt University, Hong Kong Polytechnic University, Institute of Urban Environment",False,False,
https://openalex.org/W4405922039,https://doi.org/10.3390/app15010205,Data-Driven Modular Vehicle Scheduling in Scenic Areas,Data-Driven Modular Vehicle Scheduling in Scenic Areas,2024,2024-12-29,en,article,journal-article,0,gold,https://doi.org/10.3390/app15010205,True,https://doi.org/10.3390/app15010205,,publishedVersion,cc-by,https://openalex.org/S4210205812,Applied Sciences,15,1,205,205,"Min Xu, Shuaian Wang, Y. J. Hong, Yong Jin","Hong Kong Polytechnic University, Shanghai Jiao Tong University",False,False,
https://openalex.org/W4405866963,https://doi.org/10.1007/s43546-024-00780-w,Enhancing intra-regional trade in sub-saharan Africa: an exploration of threshold effects and the intermediation role of FDI and tourism,Enhancing intra-regional trade in sub-saharan Africa: an exploration of threshold effects and the intermediation role of FDI and tourism,2024,2024-12-29,en,article,journal-article,0,closed,,False,https://doi.org/10.1007/s43546-024-00780-w,,,,https://openalex.org/S4210236701,SN Business & Economics,5,1,,,"David Aboagye Danquah, Ibrahim Mohammed","Hong Kong Polytechnic University, University of Professional Studies",False,False,
https://openalex.org/W4405883291,https://doi.org/10.1177/13621688241304965,Language learners’ stereotypical representations of France: Insights for teaching French as L3 with implications for minority foreign language crisis in China,Language learners’ stereotypical representations of France: Insights for teaching French as L3 with implications for minority foreign language crisis in China,2024,2024-12-29,en,article,journal-article,0,closed,https://doi.org/10.1177/13621688241304965,True,https://doi.org/10.1177/13621688241304965,,publishedVersion,other-oa,https://openalex.org/S179605291,Language Teaching Research,,,,,"Jie Zeng, Shan Shan Li, Ying Qi Wu","Chengdu Normal University, Development Research Center, Hebei Normal University, Hong Kong Polytechnic University",False,False,
https://openalex.org/W4405917390,https://doi.org/10.1002/smtd.202401852,Ionic Liquid Top Surface Engineering: In Situ GIWAXS Insights Into 1D/3D Heterojunction Perovskite Formation,Ionic Liquid Top Surface Engineering: In Situ GIWAXS Insights Into 1D/3D Heterojunction Perovskite Formation,2024,2024-12-29,en,article,journal-article,0,bronze,https://doi.org/10.1002/smtd.202401852,True,https://doi.org/10.1002/smtd.202401852,,publishedVersion,,https://openalex.org/S4210232622,Small Methods,,,,,"Chunming Yang, Dawei Duan, Fei Wang, Gang Li, Hanlin Hu, Jing Ma, Qiannan Li, Quanyao Zhu, Taomiao Wang, Xianfang Zhou, Xiao Liang, Xiaokang Sun, Yonggui Sun, Yongjun Li","Chinese Academy of Sciences, Hong Kong Polytechnic University, Shanghai Advanced Research Institute, Shenzhen Polytechnic, Southern University of Science and Technology, Wuhan University of Technology",False,False,
https://openalex.org/W4405862948,https://doi.org/10.1007/s10957-024-02592-2,An Accelerated Proximal Alternating Direction Method of Multipliers for Optimal Decentralized Control of Uncertain Systems,An Accelerated Proximal Alternating Direction Method of Multipliers for Optimal Decentralized Control of Uncertain Systems,2024,2024-12-28,en,article,journal-article,0,closed,,False,https://doi.org/10.1007/s10957-024-02592-2,,,,https://openalex.org/S52430896,Journal of Optimization Theory and Applications,204,1,,,"Bo Yang, Defeng Sun, Xinyuan Zhao, Xudong Li","Beijing University of Technology, Fudan University, Hong Kong Polytechnic University",False,False,
https://openalex.org/W4405854649,https://doi.org/10.1007/s11142-024-09867-z,Investment portfolio management to meet or beat earnings expectations,Investment portfolio management to meet or beat earnings expectations,2024,2024-12-28,en,article,journal-article,1,hybrid,https://doi.org/10.1007/s11142-024-09867-z,True,https://doi.org/10.1007/s11142-024-09867-z,,publishedVersion,cc-by,https://openalex.org/S11853582,Review of Accounting Studies,,,,,"Jeffrey Ng, Jia Guo, Xiao Zhang, Zhongwen Fan","City University of Hong Kong, HKU-Pasteur Research Pole, Hong Kong Polytechnic University, University of Hong Kong",False,False,
https://openalex.org/W4405865459,https://doi.org/10.1016/j.ijnurstu.2024.104991,Conversational agents in physical and psychological symptom management: A systematic review of randomized controlled trials,Conversational agents in physical and psychological symptom management: A systematic review of randomized controlled trials,2024,2024-12-28,en,review,journal-article,0,closed,,False,https://doi.org/10.1016/j.ijnurstu.2024.104991,,,,https://openalex.org/S56493663,International Journal of Nursing Studies,163,,104991,104991,"Jing Qin, Kin Cheung, Qingling Yang, Yan Zhang, Yao Jie Xie, Yazhou Zhang","Affiliated Hospital of Qingdao University, Hong Kong Polytechnic University, Qingdao University",False,False,https://pubmed.ncbi.nlm.nih.gov/39799832
